Item Name,Drops,Rarity,Ducats
Braton Prime Receiver,Axi H6 Relic,Silver,45
Braton Prime Receiver,Axi H7 Relic,Bronze,15
Braton Prime Receiver,Axi K10 Relic,Silver,45
Braton Prime Receiver,Axi N6 Relic,Silver,45
Braton Prime Receiver,Axi N8 Relic,Bronze,15
Braton Prime Receiver,Axi S17 Relic,Silver,45
Braton Prime Receiver,Axi V2 Relic,Silver,45
Braton Prime Receiver,Axi V3 Relic,Silver,45
Braton Prime Receiver,Axi V5 Relic,Silver,45
Braton Prime Receiver,Lith B2 Relic,Silver,45
Braton Prime Receiver,Lith B9 Relic,Silver,45
Braton Prime Receiver,Lith C6 Relic,Silver,45
Braton Prime Receiver,Lith H8 Relic,Bronze,15
Braton Prime Receiver,Lith K2 Relic,Silver,45
Braton Prime Receiver,Lith K8 Relic,Bronze,15
Braton Prime Receiver,Lith L2 Relic,Silver,45
Braton Prime Receiver,Lith N5 Relic,Silver,45
Braton Prime Receiver,Lith P1 Relic,Silver,45
Braton Prime Receiver,Lith V9 Relic,Silver,45
Braton Prime Receiver,Lith Z3 Relic,Bronze,15
Braton Prime Receiver,Meso A4 Relic,Silver,45
Braton Prime Receiver,Meso N13 Relic,Bronze,15
Braton Prime Receiver,Meso P2 Relic,Bronze,15
Braton Prime Receiver,Neo A11 Relic,Silver,45
Braton Prime Receiver,Neo K3 Relic,Silver,45
Braton Prime Receiver,Neo N14 Relic,Silver,45
Braton Prime Receiver,Neo P4 Relic,Silver,45
Braton Prime Receiver,Neo V10 Relic,Bronze,15
Braton Prime Stock,Axi A1 Relic,Bronze,15
Braton Prime Stock,Axi A4 Relic,Bronze,15
Braton Prime Stock,Axi A6 Relic,Bronze,15
Braton Prime Stock,Axi A8 Relic,Bronze,15
Braton Prime Stock,Axi D3 Relic,Bronze,15
Braton Prime Stock,Axi E2 Relic,Bronze,15
Braton Prime Stock,Axi F1 Relic,Bronze,15
Braton Prime Stock,Axi G6 Relic,Silver,45
Braton Prime Stock,Axi P7 Relic,Silver,45
Braton Prime Stock,Lith C4 Relic,Silver,45
Braton Prime Stock,Lith G9 Relic,Silver,45
Braton Prime Stock,Lith N10 Relic,Bronze,15
Braton Prime Stock,Lith T3 Relic,Bronze,15
Braton Prime Stock,Meso A7 Relic,Silver,45
Braton Prime Stock,Meso C4 Relic,Bronze,15
Braton Prime Stock,Meso C9 Relic,Silver,45
Braton Prime Stock,Meso D3 Relic,Bronze,15
Braton Prime Stock,Meso K3 Relic,Bronze,15
Braton Prime Stock,Meso N1 Relic,Bronze,15
Braton Prime Stock,Meso N5 Relic,Bronze,15
Braton Prime Stock,Meso P13 Relic,Bronze,15
Braton Prime Stock,Meso S12 Relic,Silver,45
Braton Prime Stock,Meso T1 Relic,Bronze,15
Braton Prime Stock,Neo B2 Relic,Bronze,15
Braton Prime Stock,Neo C2 Relic,Bronze,15
Braton Prime Stock,Neo D2 Relic,Bronze,15
Braton Prime Stock,Neo D5 Relic,Silver,45
Braton Prime Stock,Neo K4 Relic,Silver,45
Braton Prime Stock,Neo N4 Relic,Bronze,15
Braton Prime Stock,Neo P2 Relic,Bronze,15
Braton Prime Stock,Neo R2 Relic,Bronze,15
Braton Prime Stock,Neo R4 Relic,Bronze,15
Braton Prime Stock,Neo S10 Relic,Bronze,15
Braton Prime Stock,Neo S16 Relic,Bronze,15
Braton Prime Stock,Neo T4 Relic,Bronze,15
Braton Prime Stock,Neo V2 Relic,Bronze,15
Braton Prime Stock,Neo Z2 Relic,Bronze,15
Braton Prime Stock,Neo Z8 Relic,Bronze,15
Bronco Prime Barrel,Axi E2 Relic,Silver,45
Bronco Prime Barrel,Axi N10 Relic,Silver,45
Bronco Prime Barrel,Axi N3 Relic,Silver,45
Bronco Prime Barrel,Axi S10 Relic,Silver,45
Bronco Prime Barrel,Axi W2 Relic,Silver,45
Bronco Prime Barrel,Axi W3 Relic,Silver,45
Bronco Prime Barrel,Lith P9 Relic,Silver,45
Bronco Prime Barrel,Lith T10 Relic,Silver,45
Bronco Prime Barrel,Meso N10 Relic,Silver,45
Bronco Prime Barrel,Meso R3 Relic,Silver,45
Bronco Prime Barrel,Meso Z4 Relic,Silver,45
Bronco Prime Barrel,Neo M2 Relic,Silver,45
Bronco Prime Barrel,Neo S15 Relic,Silver,45
Bronco Prime Barrel,Neo V1 Relic,Silver,45
Bronco Prime Blueprint,Axi C7 Relic,Bronze,15
Bronco Prime Blueprint,Axi G12 Relic,Bronze,15
Bronco Prime Blueprint,Axi N2 Relic,Bronze,15
Bronco Prime Blueprint,Axi N8 Relic,Bronze,15
Bronco Prime Blueprint,Axi N9 Relic,Bronze,15
Bronco Prime Blueprint,Axi P2 Relic,Bronze,15
Bronco Prime Blueprint,Axi P3 Relic,Bronze,15
Bronco Prime Blueprint,Axi S1 Relic,Bronze,15
Bronco Prime Blueprint,Lith A6 Relic,Bronze,15
Bronco Prime Blueprint,Lith D4 Relic,Bronze,15
Bronco Prime Blueprint,Lith H1 Relic,Bronze,15
Bronco Prime Blueprint,Lith K6 Relic,Bronze,15
Bronco Prime Blueprint,Lith M6 Relic,Bronze,15
Bronco Prime Blueprint,Lith N1 Relic,Bronze,15
Bronco Prime Blueprint,Lith N4 Relic,Bronze,15
Bronco Prime Blueprint,Lith P4 Relic,Bronze,15
Bronco Prime Blueprint,Lith S1 Relic,Bronze,15
Bronco Prime Blueprint,Lith S12 Relic,Bronze,15
Bronco Prime Blueprint,Lith T7 Relic,Bronze,15
Bronco Prime Blueprint,Lith V8 Relic,Bronze,15
Bronco Prime Blueprint,Meso A4 Relic,Bronze,15
Bronco Prime Blueprint,Meso C2 Relic,Bronze,15
Bronco Prime Blueprint,Meso E2 Relic,Bronze,15
Bronco Prime Blueprint,Meso F5 Relic,Bronze,15
Bronco Prime Blueprint,Meso N2 Relic,Bronze,15
Bronco Prime Blueprint,Meso N3 Relic,Bronze,15
Bronco Prime Blueprint,Meso P11 Relic,Bronze,15
Bronco Prime Blueprint,Meso S2 Relic,Bronze,15
Bronco Prime Blueprint,Meso V5 Relic,Bronze,15
Bronco Prime Blueprint,Neo M1 Relic,Bronze,15
Bronco Prime Blueprint,Neo S9 Relic,Bronze,15
Bronco Prime Receiver,Axi F2 Relic,Bronze,15
Bronco Prime Receiver,Axi M2 Relic,Bronze,15
Bronco Prime Receiver,Axi S1 Relic,Bronze,15
Bronco Prime Receiver,Axi T10 Relic,Bronze,15
Bronco Prime Receiver,Axi T7 Relic,Bronze,15
Bronco Prime Receiver,Axi W1 Relic,Bronze,15
Bronco Prime Receiver,Lith C2 Relic,Bronze,15
Bronco Prime Receiver,Lith P5 Relic,Bronze,15
Bronco Prime Receiver,Lith P8 Relic,Bronze,15
Bronco Prime Receiver,Meso B4 Relic,Bronze,15
Bronco Prime Receiver,Meso C8 Relic,Bronze,15
Bronco Prime Receiver,Meso E3 Relic,Bronze,15
Bronco Prime Receiver,Meso F1 Relic,Bronze,15
Bronco Prime Receiver,Meso G4 Relic,Bronze,15
Bronco Prime Receiver,Meso P1 Relic,Bronze,15
Bronco Prime Receiver,Meso S12 Relic,Bronze,15
Bronco Prime Receiver,Meso S8 Relic,Bronze,15
Bronco Prime Receiver,Neo B1 Relic,Bronze,15
Bronco Prime Receiver,Neo K6 Relic,Bronze,15
Bronco Prime Receiver,Neo M3 Relic,Bronze,15
Bronco Prime Receiver,Neo N14 Relic,Bronze,15
Bronco Prime Receiver,Neo N6 Relic,Bronze,15
Bronco Prime Receiver,Neo S11 Relic,Bronze,15
Bronco Prime Receiver,Neo S8 Relic,Bronze,15
Bronco Prime Receiver,Neo V4 Relic,Bronze,15
Bronco Prime Receiver,Neo Z11 Relic,Bronze,15
Bronco Prime Receiver,Neo Z3 Relic,Bronze,15
Burston Prime Barrel,Axi G3 Relic,Silver,45
Burston Prime Barrel,Axi G4 Relic,Silver,45
Burston Prime Barrel,Axi H3 Relic,Silver,45
Burston Prime Barrel,Axi P3 Relic,Silver,45
Burston Prime Barrel,Axi T1 Relic,Silver,45
Burston Prime Barrel,Axi T2 Relic,Silver,45
Burston Prime Barrel,Lith E1 Relic,Silver,45
Burston Prime Barrel,Lith F2 Relic,Silver,45
Burston Prime Barrel,Lith G8 Relic,Silver,45
Burston Prime Barrel,Lith I1 Relic,Silver,45
Burston Prime Barrel,Lith N12 Relic,Silver,45
Burston Prime Barrel,Lith P3 Relic,Silver,45
Burston Prime Barrel,Lith R1 Relic,Silver,45
Burston Prime Barrel,Lith S13 Relic,Silver,45
Burston Prime Barrel,Lith S14 Relic,Silver,45
Burston Prime Barrel,Lith T6 Relic,Silver,45
Burston Prime Barrel,Lith T8 Relic,Silver,45
Burston Prime Barrel,Meso G2 Relic,Silver,45
Burston Prime Barrel,Meso P12 Relic,Silver,45
Burston Prime Barrel,Meso S13 Relic,Silver,45
Burston Prime Barrel,Meso S8 Relic,Silver,45
Burston Prime Barrel,Neo A11 Relic,Silver,45
Burston Prime Barrel,Neo B1 Relic,Silver,45
Burston Prime Barrel,Neo B9 Relic,Silver,45
Burston Prime Barrel,Neo P5 Relic,Silver,45
Burston Prime Barrel,Neo V5 Relic,Silver,45
Burston Prime Blueprint,Axi B7 Relic,Bronze,15
Burston Prime Blueprint,Axi B8 Relic,Bronze,15
Burston Prime Blueprint,Axi C8 Relic,Bronze,15
Burston Prime Blueprint,Axi G12 Relic,Bronze,15
Burston Prime Blueprint,Axi G7 Relic,Bronze,15
Burston Prime Blueprint,Axi G9 Relic,Bronze,15
Burston Prime Blueprint,Axi K11 Relic,Bronze,15
Burston Prime Blueprint,Axi K8 Relic,Bronze,15
Burston Prime Blueprint,Axi L5 Relic,Bronze,15
Burston Prime Blueprint,Axi M2 Relic,Bronze,15
Burston Prime Blueprint,Axi R4 Relic,Bronze,15
Burston Prime Blueprint,Axi S6 Relic,Bronze,15
Burston Prime Blueprint,Axi T11 Relic,Bronze,15
Burston Prime Blueprint,Axi T3 Relic,Bronze,15
Burston Prime Blueprint,Lith B3 Relic,Bronze,15
Burston Prime Blueprint,Lith G12 Relic,Bronze,15
Burston Prime Blueprint,Lith O1 Relic,Bronze,15
Burston Prime Blueprint,Lith P2 Relic,Bronze,15
Burston Prime Blueprint,Lith S10 Relic,Bronze,15
Burston Prime Blueprint,Lith T1 Relic,Bronze,15
Burston Prime Blueprint,Meso C5 Relic,Bronze,15
Burston Prime Blueprint,Meso C6 Relic,Bronze,15
Burston Prime Blueprint,Meso C7 Relic,Bronze,15
Burston Prime Blueprint,Meso I2 Relic,Bronze,15
Burston Prime Blueprint,Meso P4 Relic,Bronze,15
Burston Prime Blueprint,Meso V1 Relic,Bronze,15
Burston Prime Blueprint,Neo A6 Relic,Bronze,15
Burston Prime Blueprint,Neo K3 Relic,Bronze,15
Burston Prime Blueprint,Neo N23 Relic,Bronze,15
Burston Prime Blueprint,Neo R3 Relic,Bronze,15
Burston Prime Blueprint,Neo S6 Relic,Bronze,15
Burston Prime Blueprint,Neo T1 Relic,Bronze,15
Burston Prime Blueprint,Neo Z9 Relic,Bronze,15
Burston Prime Receiver,Axi A11 Relic,Bronze,15
Burston Prime Receiver,Axi A13 Relic,Bronze,15
Burston Prime Receiver,Axi G2 Relic,Bronze,15
Burston Prime Receiver,Axi V11 Relic,Bronze,15
Burston Prime Receiver,Lith A4 Relic,Bronze,15
Burston Prime Receiver,Lith C4 Relic,Bronze,15
Burston Prime Receiver,Lith C8 Relic,Bronze,15
Burston Prime Receiver,Lith D1 Relic,Bronze,15
Burston Prime Receiver,Lith G10 Relic,Bronze,15
Burston Prime Receiver,Lith H10 Relic,Bronze,15
Burston Prime Receiver,Lith H6 Relic,Bronze,15
Burston Prime Receiver,Lith N3 Relic,Bronze,15
Burston Prime Receiver,Lith P6 Relic,Bronze,15
Burston Prime Receiver,Lith S15 Relic,Bronze,15
Burston Prime Receiver,Lith S5 Relic,Bronze,15
Burston Prime Receiver,Lith T9 Relic,Bronze,15
Burston Prime Receiver,Lith V10 Relic,Bronze,15
Burston Prime Receiver,Meso B10 Relic,Bronze,15
Burston Prime Receiver,Meso B7 Relic,Bronze,15
Burston Prime Receiver,Meso H3 Relic,Bronze,15
Burston Prime Receiver,Meso L1 Relic,Bronze,15
Burston Prime Receiver,Meso P7 Relic,Bronze,15
Burston Prime Receiver,Meso T1 Relic,Bronze,15
Burston Prime Receiver,Meso Z1 Relic,Bronze,15
Burston Prime Receiver,Neo B9 Relic,Bronze,15
Burston Prime Receiver,Neo E2 Relic,Bronze,15
Burston Prime Receiver,Neo E3 Relic,Bronze,15
Burston Prime Receiver,Neo G3 Relic,Bronze,15
Burston Prime Receiver,Neo H1 Relic,Bronze,15
Burston Prime Receiver,Neo I2 Relic,Bronze,15
Burston Prime Receiver,Neo K7 Relic,Bronze,15
Burston Prime Receiver,Neo M5 Relic,Bronze,15
Burston Prime Receiver,Neo N17 Relic,Bronze,15
Burston Prime Receiver,Neo S3 Relic,Bronze,15
Burston Prime Stock,Axi G5 Relic,Bronze,15
Burston Prime Stock,Axi O3 Relic,Bronze,15
Burston Prime Stock,Lith B8 Relic,Bronze,15
Burston Prime Stock,Lith D3 Relic,Bronze,15
Burston Prime Stock,Lith G6 Relic,Bronze,15
Burston Prime Stock,Lith K1 Relic,Bronze,15
Burston Prime Stock,Lith M5 Relic,Bronze,15
Burston Prime Stock,Lith N9 Relic,Bronze,15
Burston Prime Stock,Lith R3 Relic,Bronze,15
Burston Prime Stock,Lith S9 Relic,Bronze,15
Burston Prime Stock,Lith T10 Relic,Bronze,15
Burston Prime Stock,Lith V1 Relic,Bronze,15
Burston Prime Stock,Lith W4 Relic,Bronze,15
Burston Prime Stock,Meso A3 Relic,Bronze,15
Burston Prime Stock,Meso C3 Relic,Bronze,15
Burston Prime Stock,Meso G6 Relic,Bronze,15
Burston Prime Stock,Meso G7 Relic,Bronze,15
Burston Prime Stock,Meso N3 Relic,Bronze,15
Burston Prime Stock,Meso O5 Relic,Bronze,15
Burston Prime Stock,Meso S14 Relic,Bronze,15
Burston Prime Stock,Meso S5 Relic,Bronze,15
Burston Prime Stock,Meso W2 Relic,Bronze,15
Burston Prime Stock,Neo A10 Relic,Bronze,15
Burston Prime Stock,Neo B4 Relic,Bronze,15
Burston Prime Stock,Neo G5 Relic,Bronze,15
Burston Prime Stock,Neo H2 Relic,Bronze,15
Burston Prime Stock,Neo M2 Relic,Bronze,15
Burston Prime Stock,Neo N16 Relic,Bronze,15
Burston Prime Stock,Neo P5 Relic,Bronze,15
Burston Prime Stock,Neo S2 Relic,Bronze,15
Burston Prime Stock,Neo T6 Relic,Bronze,15
Burston Prime Stock,Neo V6 Relic,Bronze,15
Burston Prime Stock,Neo Z4 Relic,Bronze,15
Burston Prime Stock,Neo Z5 Relic,Bronze,15
Carrier Prime Blueprint,Lith V7 Relic,Bronze,15
Carrier Prime Blueprint,Meso P12 Relic,Bronze,15
Carrier Prime Blueprint,Meso V1 Relic,Bronze,15
Carrier Prime Blueprint,Meso V3 Relic,Bronze,15
Carrier Prime Blueprint,Meso V4 Relic,Bronze,15
Carrier Prime Blueprint,Neo S3 Relic,Bronze,15
Carrier Prime Carapace,Axi N2 Relic,Bronze,15
Carrier Prime Carapace,Lith S5 Relic,Bronze,15
Carrier Prime Carapace,Lith V10 Relic,Silver,45
Carrier Prime Carapace,Neo A4 Relic,Bronze,15
Carrier Prime Carapace,Neo S1 Relic,Bronze,15
Carrier Prime Cerebrum,Lith C1 Relic,Gold,100
Carrier Prime Cerebrum,Meso C1 Relic,Gold,100
Carrier Prime Cerebrum,Meso C2 Relic,Gold,100
Carrier Prime Cerebrum,Meso C7 Relic,Gold,100
Carrier Prime Cerebrum,Meso N3 Relic,Silver,45
Carrier Prime Cerebrum,Meso V6 Relic,Silver,45
Carrier Prime Systems,Axi A7 Relic,Bronze,15
Carrier Prime Systems,Axi K12 Relic,Bronze,15
Carrier Prime Systems,Axi V1 Relic,Bronze,15
Carrier Prime Systems,Lith N2 Relic,Bronze,15
Carrier Prime Systems,Lith S2 Relic,Bronze,15
Carrier Prime Systems,Lith S3 Relic,Bronze,15
Carrier Prime Systems,Neo A1 Relic,Bronze,15
Carrier Prime Systems,Neo V3 Relic,Bronze,15
Cernos Prime Blueprint,Axi B1 Relic,Silver,45
Cernos Prime Blueprint,Axi V4 Relic,Silver,45
Cernos Prime Blueprint,Lith A2 Relic,Silver,45
Cernos Prime Blueprint,Lith Z1 Relic,Silver,45
Cernos Prime Blueprint,Neo S13 Relic,Silver,45
Cernos Prime Blueprint,Neo V7 Relic,Silver,45
Cernos Prime Blueprint,Neo V9 Relic,Silver,45
Cernos Prime Grip,Axi H3 Relic,Bronze,15
Cernos Prime Grip,Axi K3 Relic,Bronze,15
Cernos Prime Grip,Axi S5 Relic,Bronze,15
Cernos Prime Grip,Axi S8 Relic,Bronze,15
Cernos Prime Grip,Lith V6 Relic,Bronze,15
Cernos Prime Grip,Meso V5 Relic,Bronze,15
Cernos Prime Grip,Neo V4 Relic,Bronze,15
Cernos Prime Grip,Neo V6 Relic,Bronze,15
Cernos Prime Lower Limb,Axi C1 Relic,Gold,100
Cernos Prime Lower Limb,Axi C2 Relic,Gold,100
Cernos Prime Lower Limb,Lith C2 Relic,Gold,100
Cernos Prime Lower Limb,Lith C5 Relic,Gold,100
Cernos Prime Lower Limb,Lith C7 Relic,Gold,100
Cernos Prime Lower Limb,Meso C3 Relic,Gold,100
Cernos Prime String,Axi A3 Relic,Silver,45
Cernos Prime String,Axi K2 Relic,Silver,45
Cernos Prime String,Axi V10 Relic,Bronze,15
Cernos Prime String,Lith B3 Relic,Silver,45
Cernos Prime String,Meso N8 Relic,Silver,45
Cernos Prime String,Meso O1 Relic,Silver,45
Cernos Prime String,Meso S6 Relic,Silver,45
Cernos Prime String,Neo A1 Relic,Silver,45
Cernos Prime Upper Limb,Axi N4 Relic,Bronze,15
Cernos Prime Upper Limb,Lith V3 Relic,Bronze,15
Cernos Prime Upper Limb,Meso C2 Relic,Bronze,15
Cernos Prime Upper Limb,Meso K1 Relic,Bronze,15
Cernos Prime Upper Limb,Meso N11 Relic,Bronze,15
Cernos Prime Upper Limb,Meso N8 Relic,Bronze,15
Cernos Prime Upper Limb,Meso O2 Relic,Bronze,15
Cernos Prime Upper Limb,Meso S7 Relic,Bronze,15
Cernos Prime Upper Limb,Neo N6 Relic,Bronze,15
Chroma Prime Blueprint,Axi A6 Relic,Bronze,15
Chroma Prime Blueprint,Axi D1 Relic,Bronze,15
Chroma Prime Blueprint,Axi G5 Relic,Bronze,15
Chroma Prime Blueprint,Axi T5 Relic,Bronze,15
Chroma Prime Blueprint,Meso B4 Relic,Bronze,15
Chroma Prime Blueprint,Meso P1 Relic,Bronze,15
Chroma Prime Blueprint,Meso Z3 Relic,Bronze,15
Chroma Prime Blueprint,Neo K2 Relic,Bronze,15
Chroma Prime Chassis Blueprint,Axi R2 Relic,Silver,45
Chroma Prime Chassis Blueprint,Meso C5 Relic,Silver,45
Chroma Prime Chassis Blueprint,Meso D4 Relic,Silver,45
Chroma Prime Chassis Blueprint,Meso K2 Relic,Silver,45
Chroma Prime Chassis Blueprint,Meso L1 Relic,Silver,45
Chroma Prime Chassis Blueprint,Meso T3 Relic,Silver,45
Chroma Prime Chassis Blueprint,Neo Z8 Relic,Bronze,15
Chroma Prime Neuroptics Blueprint,Lith C3 Relic,Gold,100
Chroma Prime Neuroptics Blueprint,Lith C4 Relic,Gold,100
Chroma Prime Neuroptics Blueprint,Lith C8 Relic,Gold,100
Chroma Prime Systems Blueprint,Axi C3 Relic,Gold,100
Chroma Prime Systems Blueprint,Axi C4 Relic,Gold,100
Chroma Prime Systems Blueprint,Meso C4 Relic,Gold,100
Chroma Prime Systems Blueprint,Meso R4 Relic,Silver,45
Chroma Prime Systems Blueprint,Neo C1 Relic,Gold,100
Cobra & Crane Prime Blade,Axi G9 Relic,Silver,45
Cobra & Crane Prime Blade,Axi L6 Relic,Silver,45
Cobra & Crane Prime Blade,Meso H6 Relic,Silver,45
Cobra & Crane Prime Blade,Meso N14 Relic,Silver,45
Cobra & Crane Prime Blade,Meso W5 Relic,Silver,45
Cobra & Crane Prime Blade,Neo F2 Relic,Silver,45
Cobra & Crane Prime Blade,Neo G7 Relic,Silver,45
Cobra & Crane Prime Blueprint,Axi K11 Relic,Silver,45
Cobra & Crane Prime Blueprint,Lith G10 Relic,Silver,45
Cobra & Crane Prime Blueprint,Lith N15 Relic,Silver,45
Cobra & Crane Prime Blueprint,Meso K5 Relic,Silver,45
Cobra & Crane Prime Blueprint,Neo S18 Relic,Silver,45
Cobra & Crane Prime Guard,Lith C10 Relic,Gold,100
Cobra & Crane Prime Guard,Lith C11 Relic,Gold,100
Cobra & Crane Prime Guard,Lith C12 Relic,Gold,100
Cobra & Crane Prime Guard,Meso C8 Relic,Gold,100
Cobra & Crane Prime Guard,Neo C3 Relic,Gold,100
Cobra & Crane Prime Hilt,Axi A18 Relic,Bronze,15
Cobra & Crane Prime Hilt,Axi H6 Relic,Bronze,15
Cobra & Crane Prime Hilt,Axi H7 Relic,Bronze,15
Cobra & Crane Prime Hilt,Lith G12 Relic,Bronze,15
Cobra & Crane Prime Hilt,Lith H7 Relic,Bronze,15
Cobra & Crane Prime Hilt,Meso G7 Relic,Bronze,15
Cobra & Crane Prime Hilt,Neo K6 Relic,Bronze,15
Corinth Prime Barrel,Axi C5 Relic,Gold,100
Corinth Prime Barrel,Axi C6 Relic,Gold,100
Corinth Prime Barrel,Axi C7 Relic,Gold,100
Corinth Prime Barrel,Meso C10 Relic,Gold,100
Corinth Prime Barrel,Meso C5 Relic,Gold,100
Corinth Prime Blueprint,Axi T4 Relic,Bronze,15
Corinth Prime Blueprint,Lith A4 Relic,Bronze,15
Corinth Prime Blueprint,Lith T5 Relic,Bronze,15
Corinth Prime Blueprint,Meso A6 Relic,Bronze,15
Corinth Prime Blueprint,Meso I1 Relic,Bronze,15
Corinth Prime Blueprint,Meso S10 Relic,Bronze,15
Corinth Prime Blueprint,Neo E2 Relic,Bronze,15
Corinth Prime Blueprint,Neo N18 Relic,Bronze,15
Corinth Prime Receiver,Axi P4 Relic,Silver,45
Corinth Prime Receiver,Axi T7 Relic,Silver,45
Corinth Prime Receiver,Lith D3 Relic,Silver,45
Corinth Prime Receiver,Lith G11 Relic,Silver,45
Corinth Prime Receiver,Meso P4 Relic,Silver,45
Corinth Prime Receiver,Neo R4 Relic,Silver,45
Corinth Prime Receiver,Neo T5 Relic,Silver,45
Corinth Prime Stock,Axi C8 Relic,Gold,100
Corinth Prime Stock,Lith C6 Relic,Gold,100
Corinth Prime Stock,Lith C9 Relic,Gold,100
Corinth Prime Stock,Meso C6 Relic,Gold,100
Corvas Prime Barrel,Meso C9 Relic,Gold,100
Corvas Prime Barrel,Neo C2 Relic,Gold,100
Corvas Prime Barrel,Neo C4 Relic,Gold,100
Corvas Prime Blueprint,Axi K7 Relic,Silver,45
Corvas Prime Blueprint,Lith W3 Relic,Silver,45
Corvas Prime Blueprint,Meso B8 Relic,Silver,45
Corvas Prime Blueprint,Neo D5 Relic,Silver,45
Corvas Prime Blueprint,Neo L2 Relic,Silver,45
Corvas Prime Receiver,Axi G10 Relic,Bronze,15
Corvas Prime Receiver,Axi K8 Relic,Bronze,15
Corvas Prime Receiver,Axi T10 Relic,Bronze,15
Corvas Prime Receiver,Lith G8 Relic,Bronze,15
Corvas Prime Receiver,Meso A4 Relic,Bronze,15
Corvas Prime Receiver,Meso G4 Relic,Bronze,15
Corvas Prime Receiver,Neo D7 Relic,Bronze,15
Corvas Prime Stock,Axi G8 Relic,Bronze,15
Corvas Prime Stock,Lith K10 Relic,Bronze,15
Corvas Prime Stock,Lith S12 Relic,Bronze,15
Corvas Prime Stock,Meso G5 Relic,Bronze,15
Corvas Prime Stock,Neo C3 Relic,Bronze,15
Dakra Prime Blade,Axi D4 Relic,Gold,100
Dakra Prime Blade,Axi S4 Relic,Silver,45
Dakra Prime Blade,Neo B3 Relic,Silver,45
Dakra Prime Blade,Neo D1 Relic,Gold,100
Dakra Prime Blueprint,Axi R1 Relic,Silver,45
Dakra Prime Blueprint,Lith M1 Relic,Silver,45
Dakra Prime Blueprint,Meso B3 Relic,Silver,45
Dakra Prime Blueprint,Neo B8 Relic,Silver,45
Dakra Prime Handle,Lith M2 Relic,Bronze,15
Dakra Prime Handle,Lith M8 Relic,Bronze,15
Dakra Prime Handle,Meso B1 Relic,Bronze,15
Dakra Prime Handle,Meso M1 Relic,Bronze,15
Dakra Prime Handle,Neo N9 Relic,Bronze,15
Destreza Prime Blade,Axi D1 Relic,Gold,100
Destreza Prime Blade,Axi D2 Relic,Gold,100
Destreza Prime Blade,Lith D5 Relic,Gold,100
Destreza Prime Blade,Meso D2 Relic,Gold,100
Destreza Prime Blade,Meso D3 Relic,Gold,100
Destreza Prime Blade,Neo D4 Relic,Gold,100
Destreza Prime Blueprint,Axi D3 Relic,Silver,45
Destreza Prime Blueprint,Axi K4 Relic,Silver,45
Destreza Prime Blueprint,Axi P2 Relic,Silver,45
Destreza Prime Blueprint,Lith M4 Relic,Silver,45
Destreza Prime Blueprint,Lith P7 Relic,Silver,45
Destreza Prime Blueprint,Meso R2 Relic,Silver,45
Destreza Prime Blueprint,Neo B5 Relic,Silver,45
Destreza Prime Blueprint,Neo S9 Relic,Silver,45
Destreza Prime Handle,Axi D2 Relic,Bronze,15
Destreza Prime Handle,Axi M4 Relic,Bronze,15
Destreza Prime Handle,Axi O3 Relic,Bronze,15
Destreza Prime Handle,Axi O4 Relic,Bronze,15
Destreza Prime Handle,Axi R2 Relic,Bronze,15
Destreza Prime Handle,Lith L1 Relic,Bronze,15
Destreza Prime Handle,Meso E2 Relic,Bronze,15
Destreza Prime Handle,Meso E3 Relic,Bronze,15
Destreza Prime Handle,Meso P6 Relic,Bronze,15
Dethcube Prime Blueprint,Lith D1 Relic,Gold,100
Dethcube Prime Blueprint,Lith D3 Relic,Gold,100
Dethcube Prime Blueprint,Lith D4 Relic,Gold,100
Dethcube Prime Blueprint,Neo D3 Relic,Gold,100
Dethcube Prime Blueprint,Neo D6 Relic,Gold,100
Dethcube Prime Carapace,Axi N7 Relic,Silver,45
Dethcube Prime Carapace,Lith M6 Relic,Silver,45
Dethcube Prime Carapace,Lith T4 Relic,Silver,45
Dethcube Prime Carapace,Lith V9 Relic,Silver,45
Dethcube Prime Carapace,Meso L1 Relic,Silver,45
Dethcube Prime Carapace,Meso R3 Relic,Silver,45
Dethcube Prime Carapace,Neo B7 Relic,Silver,45
Dethcube Prime Carapace,Neo T2 Relic,Silver,45
Dethcube Prime Cerebrum,Lith D2 Relic,Gold,100
Dethcube Prime Cerebrum,Meso D4 Relic,Gold,100
Dethcube Prime Cerebrum,Meso D6 Relic,Gold,100
Dethcube Prime Cerebrum,Neo A7 Relic,Silver,45
Dethcube Prime Cerebrum,Neo D2 Relic,Gold,100
Dethcube Prime Systems,Axi I1 Relic,Bronze,15
Dethcube Prime Systems,Axi P2 Relic,Bronze,15
Dethcube Prime Systems,Lith B8 Relic,Bronze,15
Dethcube Prime Systems,Lith S10 Relic,Bronze,15
Dethcube Prime Systems,Meso T6 Relic,Bronze,15
Dethcube Prime Systems,Neo E2 Relic,Bronze,15
Dethcube Prime Systems,Neo G2 Relic,Bronze,15
Dethcube Prime Systems,Neo I2 Relic,Bronze,15
Dual Kamas Prime Blade,Axi D3 Relic,Gold,100
Dual Kamas Prime Blade,Meso D1 Relic,Gold,100
Dual Kamas Prime Blade,Meso D5 Relic,Gold,100
Dual Kamas Prime Blueprint,Axi N3 Relic,Bronze,15
Dual Kamas Prime Blueprint,Axi V1 Relic,Bronze,15
Dual Kamas Prime Blueprint,Axi V5 Relic,Bronze,15
